Status,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Application_mode,Debtor,Gender,Course,Curricular_units_2nd_sem_enrolled,Mothers_qualification,Admission_grade,Displaced,Curricular_units_2nd_sem_evaluations,Marital_status,Previous_qualification_grade,Mothers_occupation,Curricular_units_2nd_sem_without_evaluations,GDP,Age_grouped,Admission_grade_grouped,Curricular_units_2nd_sem_grade_grouped,Previous_qualification_grade_grouped
Graduate,10,11.8,1,0,21,43 - Change of course,0,1,9238 - Social Service,10,2 - Higher Education - Bachelor's Degree,118.6,0,13,1 – single,120.0,"1 - Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",0,0.79,21-25,111-120,9-12,121-130
Enrolled,4,11.5,1,0,20,1 - 1st phase - general contingent,0,1,9070 - Communication Design,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,138.3,0,12,1 – single,140.0,4 - Administrative staff,0,0.79,17-20,131-140,9-12,141-150
Dropout,0,0.0,0,0,49,42 - Transfer,0,1,9147 - Management,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,115.8,0,9,2 – married,133.1,9 - Unskilled Workers,0,1.74,41-50,111-120,0-3,131-140
Graduate,5,13.4,1,0,40,39 - Over 23 years old,0,1,9991 - Management (evening attendance),5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,160.0,0,5,1 – single,120.0,"6 - Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",0,-4.06,31-40,161-170,12-15,121-130
Graduate,6,14.428571428571429,1,1,22,17 - 2nd phase - general contingent,0,1,9254 - Tourism,6,1 - Secondary Education - 12th Year of Schooling or Eq.,114.5,0,8,1 – single,125.0,3 - Intermediate Level Technicians and Professions,0,2.02,21-25,111-120,12-15,121-130
Enrolled,2,11.5,1,0,19,42 - Transfer,0,1,9119 - Informatics Engineering,5,1 - Secondary Education - 12th Year of Schooling or Eq.,117.5,0,7,1 – single,136.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-4.06,17-20,111-120,9-12,131-140
Dropout,0,0.0,1,0,31,39 - Over 23 years old,0,1,9991 - Management (evening attendance),5,3 - Higher Education - Degree,121.7,0,7,1 – single,133.1,2 - Specialists in Intellectual and Scientific Activities,0,0.79,31-40,121-130,0-3,131-140
Dropout,2,13.5,1,0,30,42 - Transfer,0,1,9119 - Informatics Engineering,6,Others,115.0,0,7,1 – single,120.0,2 - Specialists in Intellectual and Scientific Activities,0,-4.06,26-30,111-120,12-15,121-130
Graduate,5,11.0,1,0,19,1 - 1st phase - general contingent,0,1,9238 - Social Service,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,125.3,0,11,1 – single,127.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,0.32,17-20,121-130,9-12,121-130
Dropout,3,11.333333333333334,1,0,22,18 - 3rd phase - general contingent,0,1,9147 - Management,5,34 - Unknown,131.0,0,10,1 – single,131.0,90 - Other Situation,0,-3.12,21-25,131-140,9-12,131-140
Graduate,6,13.333333333333334,1,0,19,1 - 1st phase - general contingent,0,1,9773 - Journalism and Communication,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,126.3,0,8,1 – single,127.0,9 - Unskilled Workers,0,-4.06,17-20,121-130,12-15,121-130
Dropout,0,0.0,0,0,21,17 - 2nd phase - general contingent,0,1,171 - Animation and Multimedia Design,0,1 - Secondary Education - 12th Year of Schooling or Eq.,127.1,0,0,1 – single,132.0,4 - Administrative staff,0,0.32,21-25,121-130,0-3,131-140
Graduate,6,13.428571428571429,1,0,19,17 - 2nd phase - general contingent,0,1,9670 - Advertising and Marketing Management,6,1 - Secondary Education - 12th Year of Schooling or Eq.,138.4,0,7,1 – single,137.0,4 - Administrative staff,0,2.02,17-20,131-140,12-15,131-140
Dropout,1,10.0,1,0,22,43 - Change of course,0,1,9147 - Management,5,1 - Secondary Education - 12th Year of Schooling or Eq.,100.0,1,7,1 – single,126.0,3 - Intermediate Level Technicians and Professions,1,-0.92,21-25,101-110,9-12,121-130
Graduate,5,11.0,1,0,22,1 - 1st phase - general contingent,0,1,9238 - Social Service,6,4 - Higher Education - Master's,126.2,0,8,1 – single,136.0,2 - Specialists in Intellectual and Scientific Activities,0,1.74,21-25,121-130,9-12,131-140
Graduate,6,11.0,1,0,19,1 - 1st phase - general contingent,0,1,9238 - Social Service,6,1 - Secondary Education - 12th Year of Schooling or Eq.,118.8,0,9,1 – single,124.0,4 - Administrative staff,0,-3.12,17-20,111-120,9-12,121-130
Dropout,0,0.0,0,0,26,39 - Over 23 years old,0,1,9254 - Tourism,6,1 - Secondary Education - 12th Year of Schooling or Eq.,124.5,0,0,1 – single,137.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-0.92,26-30,121-130,0-3,131-140
Enrolled,1,14.0,1,0,23,44 - Technological specialization diploma holders,0,1,9119 - Informatics Engineering,6,Others,140.0,0,12,1 – single,140.0,3 - Intermediate Level Technicians and Professions,0,1.79,21-25,141-150,12-15,141-150
Enrolled,5,10.8,1,0,18,17 - 2nd phase - general contingent,0,1,9070 - Communication Design,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,125.1,0,10,1 – single,131.0,"7 - Skilled Workers in Industry, Construction and Craftsmen",4,-0.92,17-20,121-130,9-12,131-140
Enrolled,2,11.0,1,1,22,1 - 1st phase - general contingent,1,1,9147 - Management,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,118.8,0,11,1 – single,130.0,9 - Unskilled Workers,0,-4.06,21-25,111-120,9-12,131-140
Enrolled,5,14.714285714285714,1,0,19,18 - 3rd phase - general contingent,0,1,9119 - Informatics Engineering,5,3 - Higher Education - Degree,125.2,1,9,1 – single,136.0,2 - Specialists in Intellectual and Scientific Activities,0,1.79,17-20,121-130,12-15,131-140
Dropout,0,0.0,1,0,20,17 - 2nd phase - general contingent,0,1,9147 - Management,5,1 - Secondary Education - 12th Year of Schooling or Eq.,95.0,0,5,1 – single,133.1,4 - Administrative staff,0,2.02,17-20,<=100,0-3,131-140
Enrolled,6,12.166666666666666,1,1,22,1 - 1st phase - general contingent,0,1,9070 - Communication Design,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,107.6,1,6,1 – single,110.0,9 - Unskilled Workers,0,0.32,21-25,101-110,12-15,111-120
Dropout,0,0.0,0,0,18,7 - Holders of other higher courses,0,1,9130 - Equinculture,5,2 - Higher Education - Bachelor's Degree,140.0,1,5,1 – single,140.0,2 - Specialists in Intellectual and Scientific Activities,0,-1.7,17-20,141-150,0-3,141-150
Dropout,0,0.0,1,0,39,43 - Change of course,0,1,9991 - Management (evening attendance),4,3 - Higher Education - Degree,125.4,0,4,4 – divorced,133.1,2 - Specialists in Intellectual and Scientific Activities,0,1.74,31-40,121-130,0-3,131-140
Dropout,0,0.0,1,0,18,1 - 1st phase - general contingent,0,1,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,128.0,0,8,1 – single,141.0,90 - Other Situation,3,1.74,17-20,121-130,0-3,141-150
Graduate,5,14.2,1,1,18,17 - 2nd phase - general contingent,0,1,9119 - Informatics Engineering,5,1 - Secondary Education - 12th Year of Schooling or Eq.,129.3,0,5,1 – single,130.0,3 - Intermediate Level Technicians and Professions,0,3.51,17-20,121-130,12-15,131-140
Graduate,6,14.0,1,1,19,1 - 1st phase - general contingent,0,1,9238 - Social Service,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,152.0,0,6,1 – single,160.0,9 - Unskilled Workers,0,0.79,17-20,151-160,12-15,161-170
Graduate,8,12.4875,1,0,18,1 - 1st phase - general contingent,0,1,9500 - Nursing,8,1 - Secondary Education - 12th Year of Schooling or Eq.,128.8,0,8,1 – single,140.0,9 - Unskilled Workers,0,1.79,17-20,121-130,12-15,141-150
Dropout,0,0.0,1,1,18,1 - 1st phase - general contingent,0,1,9147 - Management,5,34 - Unknown,152.8,1,5,1 – single,150.0,0 - Student,0,0.32,17-20,151-160,0-3,151-160
Graduate,5,14.6,1,0,22,44 - Technological specialization diploma holders,0,1,9130 - Equinculture,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,150.0,1,5,1 – single,150.0,"6 - Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",0,1.74,21-25,151-160,12-15,151-160
Graduate,6,12.166666666666666,1,0,19,1 - 1st phase - general contingent,0,1,9238 - Social Service,6,1 - Secondary Education - 12th Year of Schooling or Eq.,112.0,0,6,1 – single,133.1,3 - Intermediate Level Technicians and Professions,0,1.79,17-20,111-120,12-15,131-140
Dropout,5,15.6,1,0,18,1 - 1st phase - general contingent,0,1,9130 - Equinculture,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,135.6,1,5,1 – single,152.0,9 - Unskilled Workers,0,-1.7,17-20,131-140,15-18,151-160
Dropout,2,16.0,0,0,31,39 - Over 23 years old,1,1,9119 - Informatics Engineering,5,1 - Secondary Education - 12th Year of Schooling or Eq.,134.4,0,9,1 – single,133.1,4 - Administrative staff,4,-0.92,31-40,131-140,15-18,131-140
Dropout,0,0.0,1,0,28,39 - Over 23 years old,0,1,9991 - Management (evening attendance),5,3 - Higher Education - Degree,120.5,0,5,1 – single,130.0,3 - Intermediate Level Technicians and Professions,0,-1.7,26-30,121-130,0-3,131-140
Dropout,0,0.0,1,0,19,1 - 1st phase - general contingent,0,1,9070 - Communication Design,6,1 - Secondary Education - 12th Year of Schooling or Eq.,141.4,0,0,1 – single,148.0,4 - Administrative staff,0,-4.06,17-20,141-150,0-3,141-150
Graduate,6,14.714285714285714,1,0,20,17 - 2nd phase - general contingent,0,1,9254 - Tourism,6,1 - Secondary Education - 12th Year of Schooling or Eq.,145.2,0,8,1 – single,148.0,4 - Administrative staff,0,-0.92,17-20,141-150,12-15,141-150
Dropout,0,0.0,1,0,50,39 - Over 23 years old,0,1,9238 - Social Service,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,140.0,0,7,4 – divorced,130.0,9 - Unskilled Workers,0,3.51,41-50,141-150,0-3,131-140
Enrolled,4,16.5,1,0,38,43 - Change of course,0,1,9070 - Communication Design,6,1 - Secondary Education - 12th Year of Schooling or Eq.,100.0,0,11,1 – single,160.0,4 - Administrative staff,0,0.79,31-40,101-110,15-18,161-170
Dropout,1,13.0,1,0,31,39 - Over 23 years old,0,1,9991 - Management (evening attendance),5,37 - Basic education 1st cycle (4th/5th year) or equiv.,140.0,1,5,2 – married,130.0,9 - Unskilled Workers,0,-3.12,31-40,141-150,12-15,131-140
Enrolled,7,14.085714285714284,1,0,27,39 - Over 23 years old,0,1,9500 - Nursing,7,1 - Secondary Education - 12th Year of Schooling or Eq.,126.0,1,7,1 – single,110.0,9 - Unskilled Workers,0,0.32,26-30,121-130,12-15,111-120
Graduate,6,10.5,1,0,21,18 - 3rd phase - general contingent,0,1,9238 - Social Service,6,1 - Secondary Education - 12th Year of Schooling or Eq.,112.6,1,10,1 – single,122.0,9 - Unskilled Workers,0,-1.7,21-25,111-120,9-12,121-130
Dropout,0,0.0,1,0,34,39 - Over 23 years old,0,1,9119 - Informatics Engineering,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,106.8,0,9,2 – married,110.0,9 - Unskilled Workers,0,3.51,31-40,101-110,0-3,111-120
Enrolled,1,10.0,1,0,19,51 - Change of institution/course,0,1,9119 - Informatics Engineering,5,2 - Higher Education - Bachelor's Degree,121.6,1,7,1 – single,129.0,2 - Specialists in Intellectual and Scientific Activities,0,0.32,17-20,121-130,9-12,121-130
Dropout,3,10.666666666666666,0,0,40,39 - Over 23 years old,0,1,9991 - Management (evening attendance),5,37 - Basic education 1st cycle (4th/5th year) or equiv.,120.0,1,5,2 – married,110.0,"1 - Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",0,-3.12,31-40,121-130,9-12,111-120
Graduate,0,0.0,1,1,18,1 - 1st phase - general contingent,0,1,171 - Animation and Multimedia Design,0,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,160.6,1,0,1 – single,170.0,9 - Unskilled Workers,0,-1.7,17-20,161-170,0-3,>170
Dropout,0,0.0,0,1,46,39 - Over 23 years old,1,1,9070 - Communication Design,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,130.0,0,6,2 – married,110.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,-4.06,41-50,131-140,0-3,111-120
Dropout,0,0.0,1,0,37,43 - Change of course,0,1,8014 - Social Service (evening attendance),5,34 - Unknown,110.0,0,10,1 – single,110.0,0 - Student,0,0.32,31-40,111-120,0-3,111-120
Dropout,0,0.0,1,0,31,39 - Over 23 years old,0,1,9003 - Agronomy,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,110.0,1,10,1 – single,133.1,9 - Unskilled Workers,0,-0.92,31-40,111-120,0-3,131-140
Graduate,5,12.4,1,0,34,39 - Over 23 years old,0,1,9003 - Agronomy,6,1 - Secondary Education - 12th Year of Schooling or Eq.,145.8,0,15,1 – single,133.1,4 - Administrative staff,0,1.79,31-40,141-150,12-15,131-140
Dropout,0,0.0,1,1,18,1 - 1st phase - general contingent,0,1,171 - Animation and Multimedia Design,0,Others,130.2,1,0,1 – single,126.0,4 - Administrative staff,0,-3.12,17-20,131-140,0-3,121-130
Graduate,6,14.333333333333334,1,1,18,1 - 1st phase - general contingent,0,1,9670 - Advertising and Marketing Management,6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,122.3,0,6,1 – single,137.0,9 - Unskilled Workers,0,1.79,17-20,121-130,12-15,131-140
Graduate,6,11.166666666666666,1,1,19,17 - 2nd phase - general contingent,0,1,9070 - Communication Design,6,1 - Secondary Education - 12th Year of Schooling or Eq.,125.4,1,7,1 – single,117.0,3 - Intermediate Level Technicians and Professions,0,2.02,17-20,121-130,9-12,111-120
Dropout,5,11.2,1,0,40,43 - Change of course,0,1,9991 - Management (evening attendance),8,37 - Basic education 1st cycle (4th/5th year) or equiv.,130.0,0,18,1 – single,100.0,9 - Unskilled Workers,5,-4.06,31-40,131-140,9-12,101-110
Dropout,0,0.0,1,0,25,39 - Over 23 years old,0,1,9130 - Equinculture,6,1 - Secondary Education - 12th Year of Schooling or Eq.,150.0,0,6,1 – single,120.0,9 - Unskilled Workers,0,1.79,21-25,151-160,0-3,121-130
Dropout,3,13.333333333333334,1,0,20,17 - 2nd phase - general contingent,1,1,9119 - Informatics Engineering,6,38 - Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,116.9,1,8,1 – single,126.0,"5 - Personal Services, Security and Safety Workers and Sellers",0,2.02,17-20,111-120,12-15,121-130
Enrolled,5,13.714285714285714,1,0,20,17 - 2nd phase - general contingent,0,1,9119 - Informatics Engineering,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,114.7,0,8,1 – single,122.0,9 - Unskilled Workers,0,2.02,17-20,111-120,12-15,121-130
Dropout,0,0.0,0,0,43,39 - Over 23 years old,0,1,9003 - Agronomy,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,95.8,1,0,1 – single,111.0,9 - Unskilled Workers,0,-4.06,41-50,<=100,0-3,111-120
Enrolled,3,14.666666666666666,1,0,18,17 - 2nd phase - general contingent,0,1,9119 - Informatics Engineering,5,37 - Basic education 1st cycle (4th/5th year) or equiv.,133.1,1,7,1 – single,139.0,9 - Unskilled Workers,1,0.32,17-20,131-140,12-15,131-140
Graduate,12,11.5,1,0,35,43 - Change of course,0,1,9003 - Agronomy,13,2 - Higher Education - Bachelor's Degree,150.0,0,13,1 – single,150.0,4 - Administrative staff,1,-4.06,31-40,151-160,9-12,151-160
Graduate,5,13.0,1,0,23,17 - 2nd phase - general contingent,0,1,9991 - Management (evening attendance),5,37 - Basic education 1st cycle (4th/5th year) or equiv.,118.5,0,5,1 – single,116.0,9 - Unskilled Workers,0,0.32,21-25,111-120,12-15,111-120
Graduate,8,11.50625,1,0,19,17 - 2nd phase - general contingent,0,1,9500 - Nursing,9,3 - Higher Education - Degree,131.1,0,12,1 – single,130.0,2 - Specialists in Intellectual and Scientific Activities,0,1.79,17-20,131-140,9-12,131-140
Graduate,7,13.75,1,1,21,53 - Short cycle diploma holders,0,1,9085 - Veterinary Nursing,9,1 - Secondary Education - 12th Year of Schooling or Eq.,150.3,1,15,1 – single,150.0,3 - Intermediate Level Technicians and Professions,0,3.51,21-25,151-160,12-15,151-160
Enrolled,4,13.25,1,0,19,43 - Change of course,0,1,9670 - Advertising and Marketing Management,6,3 - Higher Education - Degree,120.5,0,8,1 – single,132.0,4 - Administrative staff,0,0.79,17-20,121-130,12-15,131-140
Graduate,5,15.285714285714286,1,0,20,18 - 3rd phase - general contingent,0,1,9119 - Informatics Engineering,5,1 - Secondary Education - 12th Year of Schooling or Eq.,105.6,1,7,1 – single,108.0,4 - Administrative staff,0,1.79,17-20,101-110,15-18,101-110
Dropout,0,0.0,1,1,30,39 - Over 23 years old,0,1,9670 - Advertising and Marketing Management,6,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,125.3,0,0,1 – single,133.1,3 - Intermediate Level Technicians and Professions,0,1.79,26-30,121-130,0-3,131-140
Graduate,6,11.5,1,0,44,39 - Over 23 years old,0,1,9254 - Tourism,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,131.0,1,6,4 – divorced,120.0,9 - Unskilled Workers,0,1.79,41-50,131-140,9-12,121-130
Graduate,7,13.614285714285714,1,0,19,18 - 3rd phase - general contingent,0,1,9500 - Nursing,8,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,127.0,0,8,1 – single,146.0,4 - Administrative staff,0,-1.7,17-20,121-130,12-15,141-150
Graduate,10,14.3,1,0,22,44 - Technological specialization diploma holders,0,1,9130 - Equinculture,12,2 - Higher Education - Bachelor's Degree,150.0,1,15,1 – single,150.0,3 - Intermediate Level Technicians and Professions,0,-0.92,21-25,151-160,12-15,151-160
Graduate,5,14.2,1,0,18,1 - 1st phase - general contingent,0,1,9130 - Equinculture,5,3 - Higher Education - Degree,149.2,0,5,1 – single,160.0,"1 - Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",0,0.32,17-20,141-150,12-15,161-170
Graduate,5,11.8,1,1,21,17 - 2nd phase - general contingent,0,1,9670 - Advertising and Marketing Management,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,121.5,1,6,1 – single,125.0,9 - Unskilled Workers,0,-1.7,21-25,121-130,9-12,121-130
Dropout,0,0.0,1,0,18,1 - 1st phase - general contingent,0,1,9085 - Veterinary Nursing,6,37 - Basic education 1st cycle (4th/5th year) or equiv.,137.3,0,0,1 – single,125.0,90 - Other Situation,0,0.32,17-20,131-140,0-3,121-130
Graduate,6,14.285714285714286,1,0,18,17 - 2nd phase - general contingent,0,1,9670 - Advertising and Marketing Management,6,3 - Higher Education - Degree,119.6,1,7,1 – single,122.0,2 - Specialists in Intellectual and Scientific Activities,0,2.02,17-20,111-120,12-15,121-130
Graduate,0,0.0,1,0,19,1 - 1st phase - general contingent,0,1,171 - Animation and Multimedia Design,0,1 - Secondary Education - 12th Year of Schooling or Eq.,141.5,0,0,1 – single,138.0,4 - Administrative staff,0,0.32,17-20,141-150,0-3,131-140
Dropout,4,11.875,1,0,21,44 - Technological specialization diploma holders,0,1,9003 - Agronomy,6,1 - Secondary Education - 12th Year of Schooling or Eq.,150.0,1,11,1 – single,150.0,"6 - Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",0,-0.92,21-25,151-160,9-12,151-160
Graduate,6,14.6,1,0,31,39 - Over 23 years old,0,1,9003 - Agronomy,6,3 - Higher Education - Degree,110.0,0,10,1 – single,140.0,2 - Specialists in Intellectual and Scientific Activities,0,-0.92,31-40,111-120,12-15,141-150
Dropout,2,10.5,1,0,21,17 - 2nd phase - general contingent,0,1,9254 - Tourism,6,1 - Secondary Education - 12th Year of Schooling or Eq.,110.2,1,10,1 – single,113.0,2 - Specialists in Intellectual and Scientific Activities,0,-3.12,21-25,111-120,9-12,111-120
Enrolled,1,11.0,1,0,24,39 - Over 23 years old,1,1,9119 - Informatics Engineering,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,110.3,0,11,1 – single,139.0,9 - Unskilled Workers,0,3.51,21-25,111-120,9-12,131-140
Dropout,0,0.0,1,0,27,42 - Transfer,0,1,9773 - Journalism and Communication,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,120.0,0,10,1 – single,133.1,4 - Administrative staff,0,-3.12,26-30,121-130,0-3,131-140
Graduate,5,12.8,1,0,20,1 - 1st phase - general contingent,0,1,9147 - Management,5,19 - Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,114.2,1,6,1 – single,118.0,9 - Unskilled Workers,0,1.79,17-20,111-120,12-15,111-120
Enrolled,2,11.666666666666666,1,0,22,44 - Technological specialization diploma holders,0,1,9119 - Informatics Engineering,5,1 - Secondary Education - 12th Year of Schooling or Eq.,140.0,1,6,1 – single,140.0,4 - Administrative staff,0,1.74,21-25,141-150,9-12,141-150
